#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
INSULT_PIGFACE;pigface;face de cochon;[Root.GetGesichtskrapfenHackfresse];;caracerdo;;;;;;;;;x #noun - child - chaste gluttonous
EVTDESC_TOG_7011;I am not sure that athleticism runs in my family, but it never hurts to try a little. However, my subjects have raised some curious eyebrows when they've spotted me lifting barrels and rocks for fun and exercise... I've just felt inspired!;Je ne crois pas que l'agilité soit de famille, mais cela ne fait pas de mal d'essayer. Cependant, mes sujets m'ont regardé étrangement lorsqu'ils ont vu que je soulevais des tonneaux et des grosses pierres pour le plaisir et l'exercice... J'ai simplement senti l'inspiration !;Ich weiß zwar nicht, ob es in unserer Familie je einen Athleten gab, aber ein Versuch kann nicht schaden. Meine Untertanen rollen allerdings schon mit den Augen, wenn sie sehen, wie ich im Training mit großem Vergnügen Fässer und Felsen anhebe ... Ich fühlte mich eben inspiriert!;;No estoy segur[Root.GetOA] de que en mi familia seamos deportistas, pero por intentarlo no pasa nada. Sin embargo, mis súbditos han alzado las cejas con curiosidad cuando me ven levantando barriles y rocas por diversión… ¡me siento inspirad[Root.GetOA]!;;;;;;;;;x
EVTOPTA_TOG_7011;I'd love to see my grand[Root.GetFatherMother] do one-handed push-ups like these!;J'aurais aimé voir m[Root.GetOnA] grand-[Root.GetFatherMother] soulever avec une main de tels poids !;Zu gerne würde ich sehen, wie Großmutter oder Großvater mit einer Hand so wie ich gerade Liegestütze machen!;;¡A ver si mi Antepasado puede hacer flexiones con un solo brazo como estas!;;;;;;;;;x
EVTDESC_TOG_7012;I guess it could be the nettle soup I've started eating lately, or the recent good weather, but I feel invigorated. I even got a compliment today, saying I looked several years younger! Is this the work of the Ancestors?;Cela pourrait être dû à la soupe aux orties que j'ai mangée dernièrement, ou le beau temps de ces derniers jours, mais je ressens une nouvelle vitalité. J'ai même reçu un compliment aujourd'hui, à savoir que j'ai l'air d'avoir quelques années de moins ! Serait-ce le travail des Ancêtres ?;Möglicherweise hat es mit der Nesselsuppe zu tun, die ich seit Kurzem immer esse. Oder vielleicht am guten Wetter in letzter Zeit. Jedenfalls fühle ich mich voller Leben. Heute wurde mir gar das Kompliment gemacht, ich sähe einige Jahre jünger aus! Ist dies das Werk der Ahnen?;;Puede ser la sopa de ortigas que he empezado a comer hace poco, o el buen tiempo que hace últimamente, pero me siento fortalecid[Root.GetOA]. Incluso he recibido un halago, ¡diciendo que parece que tenga menos años! ¿Será obra de los Antepasados?;;;;;;;;;x
EVTOPTA_TOG_7012;I feel amazing!;Je me sens en pleine forme !;Ich fühle mich fabelhaft!;;¡Me siento increíble!;;;;;;;;;x
EVTDESC_TOG_7013;Ever since I begged the Ancestors to aid me with my failing health, I have been feeling... off. More off than usual, that is. Perhaps I asked for too much?;Depuis que j'ai demandé aux Ancêtres de m'aider avec ma santé chancelante, je me sens... mal. Plus que d'habitude, je dirais. Peut-être en ai-je trop demandé ?;Seit ich die Ahnen darum gebeten habe, meine angegriffene Gesundheit in Ordnung zu bringen, fühle ich mich ein wenig ... unwohl. Unwohler als sonst, meine ich. Habe ich vielleicht zu viel verlangt?;;Desde que rogué a los Antepasados que me ayudasen con la salud en declive, me he sentido… mal. Más de lo normal. ¿A lo mejor pedí demasiado?;;;;;;;;;x
EVTOPTA_TOG_7013;I hope I'm just being paranoid...;J'espère être simplement trop paranoïaque...;Hoffentlich bin ich bloß paranoid ...;;Espero que solo sea paranoia…;;;;;;;;;x
EVTDESC_TOG_7014;It is impossible to prove, but I do think I feel slightly better than usual. There is an additional spring in my step and my mind is clearer. I am sure that the Ancestors are with me, keeping me strong and safe!;C'est impossible à prouver, mais je crois me sentir dans une bien meilleure forme que d'habitude. Il y a un nouvel élan dans mes pas et j'ai l'esprit plus clair. Mon sentiment est que les Ancêtres sont avec moi, me donne de la force et me garde en bonne santé !;Es ist nicht zu beweisen, aber in der Tat denke ich, dass es mir etwas besser geht als sonst. Mein Gang ist etwas beschwingter und mein Geist ist klarer als sonst. Die Ahnen sind mit mir und sorgen dafür, dass ich stark und sicher leben kann!;;Es imposible probarlo, pero creo que me siento ligeramente mejor que lo normal. Camino con un brío extra y siento la mente despejada. ¡Estoy segur[Root.GetOA] que los Antepasados están conmigo, manteniéndome fuerte y salv[Root.GetOA]!;;;;;;;;;x
EVTOPTA_TOG_7014;Ancestors, I thank you for your blessing!;Ancêtres, je vous remercie pour votre grâce !;Ahnen, danke für Euren Segen!;;¡Gracias por vuestra bendición, Antepasados!;;;;;;;;;x
EVTDESC_TOG_7015;No one can explain why, but the affliction which has been tormenting me for these last few weeks seems to have left my body! All of the symptoms are gone and I feel as healthy as ever. By [Root.Religion.GetHighGodName], it is truly a miracle!;Personne ne peut dire pourquoi, mais l'affliction qui me frappait ces dernières semaines a quitté mon corps ! Je me sens en pleine forme. C'est un vrai miracle !;Niemand hat eine Erklärung dafür, aber das Leiden, das mich die letzten Wochen plagte, scheint meinen Körper verlassen zu haben! Alle Symptome sind verschwunden und ich fühle mich gesund wie nie. Bei [Root.Religion.GetHighGodName], es ist wahrhaftig ein Wunder!;;¡Nadie puede explicar el por qué, pero la dolencia que me había estado atormentando estas últimas semanas parece haber abandonado mi cuerpo! Todos los síntomas se han ido y me siento más san[Root.GetOA] que nunca. ¡Por [Root.Religion.GetHighGodName], es un auténtico milagro!;;;;;;;;;x
EVTOPTA_TOG_7015;Give praise to [Root.Religion.GetHighGodName] and the Ancestors!;Que [Root.Get_le_HighGod] et les Ancêtres soient loués !;Preiset [Root.Religion.GetHighGodName] und die Ahnen!;;¡Alabemos a [Root.Religion.GetHighGodName] y los Antepasados!;;;;;;;;;x
EVTDESC_TOG_7020;I don't know why I have never noticed [ancestors_lover.GetTitledFirstName] before. In fact, I have some memory of finding [ancestors_lover.GetHerHim] the opposite of attractive! Yet I find myself drawn to [ancestors_lover.GetHerHis] side. I think perhaps the Ancestors have steered me in [ancestors_lover.GetHerHis] direction.;Je ne sais pas pourquoi je n'avais jamais remarqué [ancestors_lover.Get_le_TitledFirstName] auparavant. En fait, j'ai même le souvenir d'avoir trouvé qu'[ancestors_lover.GetIlElle] n'avait aucun charme. Je pense que ce sont les Ancêtres qui me poussentà aller vers [ancestors_lover.GetLuiElle].;Ich weiß nicht, warum [ancestors_lover.GetTitledFirstName] mir nicht schon viel früher aufgefallen ist. In der Vergangenheit habe ich [ancestors_lover.GetHerHim] tatsächlich für das Gegenteil von attraktiv gehalten! Doch nun fühle ich mich zu [ancestors_lover.Getihmihr] hingezogen. Vermutlich haben mich die Ahnen in diese neue Richtung gelenkt.;;No sé por qué no me había fijado antes en [ancestors_lover.GetTitledFirstName]. ¡De hecho, recuerdo haber[ancestors_lover.GetRleRla] visto como lo opuesto a lo atractivo! Sin embargo, me veo atraíd[ancestors_lover.GetOA] a su lado. Creo que quizá los Antepasados me han dirigido en su dirección.;;;;;;;;;x
EVTOPTA_TOG_7020;I'm aching to confess my love to [ancestors_lover.GetHerHim]!;J'ai très envie de lui avouer mon amour !;Ich brenne darauf, [ancestors_lover.Getihmihr] meine Liebe zu offenbaren!;;¡Me muero por confesar mi amor a [ancestors_lover.GetRleRla]!;;;;;;;;;x
EVTOPTB_TOG_7020;I am still not convinced we are right for each other...;Je n'ai pas encore la conviction que nous sommes faits l'un pour l'autre.;Ich bin noch nicht ganz sicher, ob wir wirklich die Richtigen füreinander sind ...;;Aun no estoy convencid[Root.GetOA] de que seamos el uno para el otro…;;;;;;;;;x
EVTDESC_TOG_7021;There are few things I enjoy more than the company of [ancestors_friend.GetTitledFirstName]. I know we weren't always this close, but it's hard to recall a time when we weren't. In times like these, it's rare to have such a trusted confidant.;Il y a peu de choses qui me réjouissent plus que la compagnie [ancestors_friend.Get_du_TitledFirstName]. Je sais que nous n'avons pas toujours été si proches, mais c'est difficile de se rappeler un moment où nous ne l'étions pas du tout. Il est rare de pouvoir se confier à quelqu'un de nos jours.;Wenig gibt es, was ich der Gesellschaft von [ancestors_friend.GetTitledFirstName] vorziehen würde. Ich weiß, dass wir uns nicht immer so nah waren, aber die Zeiten, in denen dies nicht so war, scheinen in weite Ferne gerückt. In Zeiten wie diesen ist es selten, jemanden zu haben, dem man solches Vertrauen schenken kann.;;Hay pocas cosas que disfrute más que la compañía de [ancestors_friend.GetTitledFirstName]. Sé que no siempre fuimos tan íntimos/as, pero me cuesta recordar cuándo no lo éramos. En estos momentos, es difícil tener un[ancestors_friend.GetXA] confidente tan leal.;;;;;;;;;x
EVTOPTA_TOG_7021;May our descendants be the best of allies as well!;Que nos descendants soient eux aussi les meilleurs alliés !;Mögen Eure Nachkommen ebenso gute Verbündete sein!;;¡Ojalá nuestros descendientes también sean los mejores aliados!;;;;;;;;;x
EVTOPTB_TOG_7021;Although it's really annoying, the way they chew with an open mouth.;Bien que ce soit très énervant lorsqu'[ancestors_friend.GetIlElle] mâche la bouche ouverte;Auch wenn es wirklich grässlich ist, wie sie mit offenem Munde kauen.;;Aunque irrita de verdad ver cómo mastica con la boca abierta.;;;;;;;;;x
EVTDESC_TOG_7022;I've been thinking a lot about my Ancestors lately and I'm reminded by the elusive nature of friendships... I try to be myself, but it's not always that easy to get along with people. However, I want to make an effort.;J'ai beaucoup pensé à mes Ancêtres dernièrement et cela me rappelle le caractère indéfinissable de l'amitié... J'essaie d'être moi-même, mais ce n'est pas toujours simple de bien s'entendre avec les gens. Cependant, je veux faire un effort.;In den letzten Tagen habe ich immer wieder an meine Ahnen gedacht und habe mich an die schwer zu fassende Natur der Freundschaft erinnert ... Ich versuche, ich selbst zu sein, aber es ist nicht immer einfach, mit den Menschen zurechtzukommen. Trotzdem werde ich mich in dieser Hinsicht bemühen.;;Últimamente he estado pensando mucho en mis antepasados y se me recuerda la naturaleza fuga de las amistades… Intento ser yo mism[Root.GetOA], pero no siempre es fácil llevarse bien con los demás. Sin embargo, quiero hacer el esfuerzo.;;;;;;;;;x
EVTOPTA_TOG_7022;Communication is key.;Communiquer est la clé.;Kommunikation ist der Schlüssel.;;La comunicación es la clave.;;;;;;;;;x
EVTDESC_TOG_7023;Did [ancestors_rival.GetTitledFirstName] always bug me like this? Not only does [ancestors_rival.GetSheHe] constantly interrupt my speech, but when we walk past each other [ancestors_rival.GetSheHe] has even stopped greeting me - and I am the [Root.GetTitle]! What have I done to deserve to be treated this way?;[ancestors_rival.Get_Le_TitledFirstName] a-t-[ancestors_rival.GetIlElle] toujours été aussi pénible ? Non seulement [ancestors_rival.GetIlElle] m'interrompt sans cesse, mais en plus [ancestors_rival.GetIlElle] ne me salue plus lorsque nous nous croisons ! Alors que je suis [Root.Get_only_le_Title][Root.GetTitle] ! Qu'ai-je fait pour mériter cette attitude ?;Hat [ancestors_rival.GetTitledFirstName] mich schon immer derart gestört? Ständig unterbricht [ancestors_rival.GetSheHe] mich und nun hat [ancestors_rival.GetSheHe] sogar aufgehört mich zu grüßen. Dabei bin ich doch [Root.GetTitle]! Was habe ich denn getan, dass ich so behandelt werde?;;¿[ancestors_rival.GetFirstName] siempre me molestó de esta manera? No solo me interrumpe constantemente al hablar, si no que cuando nos cruzamos, hasta se para a saludarme, ¡soy [Root.GetElLa] [Root.GetTitle]! ¿Qué he hecho para merecer que me traten de este modo?;;;;;;;;;x
EVTOPTA_TOG_7023;The nerve of that [ancestors_rival.GetManWoman]!;Quel toupet !;Was für eine unverschämte Person!;;¡Qué desfachatez la de es[ancestors_rival.GetEA] [ancestors_rival.GetManWoman]!;;;;;;;;;x
EVTDESC_TOG_7024;Recently I have felt as if I have gained a totally new understanding of my people. What drives and inspires them, attracts or repulses them - it all seems so clear now. I do not think I am imagining things, because I have been met with more respect than ever before.;Récemment j'ai eu le sentiment d'avoir une toute nouvelle compréhension de mon peuple. Ce qui les inspire et les révulse, cela me semble clair à présent. Je ne crois pas que je m'imagine des choses, parce qu'on me montre plus de respect qu'auparavant.;In letzter Zeit scheint es mir, als hätte ich ein völlig neues Verständnis über mein Volk errungen. Was sie motiviert und was sie abstößt ... all dies erscheint mir nun sonnenklar. Ich glaube nicht, dass ich mir das nur einbilde. In der Tat begegnet man mir mit mehr Respekt als früher.;;Recientemente me siento como si hubiera conseguido una nueva comprensión de mi pueblo. Lo que les impulsa y les inspira, lo que les atrae o les repele… ahora todo está tan claro. Creo que no me lo estoy imaginando porque jamás he recibido más respeto que ahora.;;;;;;;;;x
EVTOPTA_TOG_7024;Perhaps the Ancestors are guiding me?;Peut-être que les Ancêtres me guident ?;Ob die Ahnen wohl leitend die Hand über mich halten?;;¿A lo mejor los Antepasados me guían?;;;;;;;;;x
EVTDESC_TOG_7025;Recently this gorgeous black and white cat has been following me around everywhere. It seems as if it has decided that I am its [Root.GetMasterMistress]! I did ask the Ancestors for help with my relationships, although this is not quite what I had in mind.;Dernièrement, un superbe chat noir et blanc me suis partout. C'est comme s'il avait décidé que j'étais s[Root.GetOnA] [Root.GetMasterMistress]! J'ai demandé de l'aide aux Ancêtres pour m'aider dans mes relations, mais ce n'est pas vraiment ce que j'avais à l'esprit.;Seit Neuestem folgt mir diese wunderschöne weiße Katze auf Schritt und Tritt. Sie hält mich wohl für ihre[Root.GetnMale] neue[Root.GetnMale] [Root.GetMasterMistress]! Ich habe die Ahnen um Hilfe bei der Verbesserung meiner Beziehungen gebeten, aber so hatte ich mir das eigentlich nicht vorgestellt.;;De un tiempo a este parte, este hermoso gato blanco y negro me ha estado siguiendo a todas partes. ¡Parece haber decidido que soy su [Root.GetMasterMistress]! Pedí a los Antepasados ayuda con mis relaciones, pero esto no es lo que había pensado.;;;;;;;;;x
EVTOPTA_TOG_7025;But it is so cute. Come here, kitty!;Mais il est tellement mignon. Viens ici, minou !;Aber sie ist so süß. Komm zu mir, mein Kätzchen!;;Pero es tan mono. ¡Ven, gatito!;;;;;;;;;x
EVTOPTB_TOG_7025;Shoo! Go away!;Ouste ! Va-t'en !;Husch, husch! Verschwinde!;;¡Fuera, vete!;;;;;;;;;x
EVTDESC_TOG_7030;I have recently noticed one of my soldiers. [ancestors_commander.GetFirstName] is something else, to say the least. [ancestors_commander.GetSheHeCap] outmaneuvers warriors with twice [ancestors_commander.GetHerHis] experience in the sparring ring on a regular basis. Perhaps I can find [ancestors_commander.GetHerHim] a new position?;J'ai récemment remarqué quelqu'un parmi mes soldats. [ancestors_commander.GetFirstName] n'est pas comme les autres, c'est le moins que l'ont puisse dire. [ancestors_commander.GetIlElleCap] domine régulièrement en manoeuvrant plus habilement que ses adversaires bien plus expérimentés sur le terrain d'entraînement. Peut-être pourrais-je lui trouver un nouveau poste ?;Vor Kurzem ist mir aufgefallen, dass einer meiner Soldaten, [ancestors_commander.GetFirstName], nicht ganz das ist, was er zu sein scheint – um es vorsichtig zu formulieren. [ancestors_commander.GetSheHeCap] besiegt im Training regelmäßig Kämpfer, die doppelt so viel Erfahrung haben. Vielleicht sollte ich diesem Talent eine neue Aufgabe zuteilen?;;Hace poco me he fijado en uno de mis soldados. [ancestors_commander.GetFirstName] es algo fuera de lo normal, por decir poco. [ancestors_commander.GetElEllaCap] supera en el ring de entrenamiento de manera regular a guerreros con una experiencia que dobla la suya. ¿Tal vez puedo encontrar un nuevo puesto para [ancestors_commander.GetElElla]?;;;;;;;;;x
