province;red;green;blue;x;x
4867;121;168;3;Damanhour;x
4868;21;124;48;Suez;x
4869;165;134;39;Luxor;x
4870;73;115;183;Sinai Desert;x
4871;55;204;161;Liwa;x
4872;58;175;47;Ganja;x
4873;198;198;61;Agstafa;x
4874;196;60;196;Svaneti;x
4875;175;35;86;Mingecevir;x
4876;50;33;124;Lankaran;x
4877;105;160;85;Ardabil;x
4878;1;85;107;Khachmaz;x
4879;114;158;33;Gegharkhunik;x
4880;76;33;124;Qarabag;x
4881;195;201;169;Gobustan;x
4882;102;163;113;Qabala;x
4883;40;63;127;Bitlis;x
4884;165;41;87;Agri;x
4885;144;193;85;Urmia;x
4886;183;47;145;Nakhchivan;x
4887;116;1;142;Kakdwip;x
4888;168;186;122;Tangail;x
4889;142;1;79;Howrah;x
4890;177;170;191;Bhubaneswar;x
4891;122;133;186;Mymensingh;x
4892;183;22;81;Assamese Highlands;x
4893;51;150;204;Dinajpur;x
4894;175;22;79;Assamese Highlands;x
4895;23;62;168;Koch Bihar;x
4896;188;128;188;Krishnanagar;x
4897;86;14;124;Odisa Highlands;x
4898;95;16;137;Jharkhand Highlands;x
4899;170;10;206;Pasighat;x
4900;51;204;91;Darjeeling;x
4901;156;43;216;Rangpur;x
4902;159;19;67;The Himalayas;x
4903;224;234;32;The Alborz;x
4904;217;226;31;The Alborz;x
4905;204;214;29;Zagros Mountains;x
4906;195;204;28;Zagros Mountains;x
4907;183;191;26;Zagros Mountains;x
4908;158;165;23;Zagros Mountains;x
4909;170;178;24;Central Iranian Range;x
4910;146;153;21;Central Iranian Range;x
4911;134;140;19;Central Iranian Range;x
4912;122;127;17;Central Iranian Range;x
4913;109;114;16;Kopet Dag;x
4914;97;102;14;Aladag Mountains;x
4915;85;89;12;Rivash Heights;x
4916;73;76;10;East Iranian Range;x
4917;61;63;8;East Iranian Range;x
4918;48;51;7;East Iranian Range;x
4919;36;38;5;Central Makran;x
4920;48;17;58;Darab Line;x
4921;42;14;51;Darab line;x
4922;51;107;107;Inner Lanka;x
4923;36;76;76;Western Ghats;x
4924;30;63;63;;Western Ghats;x
4925;19;40;40;Western Ghats;x
4926;13;28;28;Western Ghats;x
4927;7;15;15;Western Ghats;
4928;24;51;51;Western Ghats;x
4929;255;48;93;Pamir Mountains;x
4930;107;1;193;Nuristan;x
4931;53;234;234;Chitral;x
4932;215;90;226;Samangan;x
4933;81;160;81;Takhar;x
4934;92;44;224;Uroteppa;x
4935;183;164;80;Cholpon-Ata;x
4936;224;65;65;Shymkent;x
4937;118;198;111;Kitab;x
4938;44;221;159;Zarafshan;x
4939;1;1;168;Mianwali;x
4940;64;38;214;Tian Shan;x
4941;74;49;214;Tian Shan;x
4942;67;21;234;Tian Shan;x
4943;60;11;234;Tian Shan;x
4944;252;40;86;Hindu Kush;x
4945;252;53;96;Hindu Kush;x
4946;76;173;121;Baqubah;x
4947;224;4;162;Rawah;x
4948;26;43;224;Fallujah;x
4949;206;138;99;Al Shirqat;x
4950;75;188;188;Hillah;x
4951;255;215;142;Badiyat Ash-Sham;x
4952;35;46;175;Ahvaz;x
4953;84;0;153;Kut;x
4954;161;173;58;Hawijah;x
4955;170;85;85;Tuz Khurma;x
4956;63;204;164;Kordun;x
4957;204;63;164;Knin;x
4958;204;100;63;Medimurje;x
4959;34;48;204;Celje;x
4960;169;94;255;Tuzla;x
4961;174;209;85;Trebinje;x
4962;112;216;208;Niksic;x
4963;47;114;196;Pirin;x
4964;78;102;219;Northern Epirus;x
4965;61;178;19;Sumadija;x
4966;59;177;206;Durres;x
4967;45;216;91;Buzau;x
4968;204;38;102;Stara Zagora;x
4969;93;247;93;Pleven;x
4970;204;40;100;Dobrich;x
4971;89;255;56;Edirne;x
4972;82;82;234;Karaman;x
4973;174;219;92;Amasya;x
4974;234;93;220;Aliaga;x
4975;52;168;168;Sivas;x
4976;232;206;92;Beysehir;x
4977;232;129;92;Diyarbakir;x
4978;157;19;99;Rovinj;x
4979;198;28;207;East Jerusalem;x
4980;9;106;242;Texel;x
4981;112;117;98;Borkum;x
4982;157;19;67;Placeholder;x
4983;157;22;67;Placeholder;x
